Date,Department,Expense_Category,Expense_Amount
16-06-2024,Marketing,Trade Promotion,34381
06-03-2024,Sales,Advertising,28538
29-05-2024,Marketing,Trade Promotion,152884
06-02-2024,Admin,Salaries,9103
02-02-2024,Admin,Salaries,121170
02-10-2024,Sales,Logistics,30240
19-05-2024,Sales,Advertising,121246
18-02-2024,Supply Chain,Office Expenses,29066
10-06-2024,Sales,Logistics,36577
20-12-2024,Finance,Trade Promotion,15402
24-12-2024,Marketing,Office Expenses,181675
29-02-2024,Supply Chain,Office Expenses,122899
06-03-2024,Finance,Trade Promotion,155691
10-10-2024,Finance,Advertising,93053
02-07-2024,Sales,Logistics,32704
11-01-2024,Supply Chain,Advertising,150361
19-06-2024,Admin,Trade Promotion,171135
08-09-2024,Admin,Office Expenses,103314
24-06-2024,Sales,Logistics,129774
04-07-2024,Marketing,Trade Promotion,192626
03-07-2024,Sales,Advertising,39819
21-05-2024,Marketing,Trade Promotion,154843
09-12-2024,Finance,Trade Promotion,76672
30-06-2024,Supply Chain,Logistics,25307
09-05-2024,Admin,Office Expenses,142733
11-02-2024,Finance,Office Expenses,123645
04-09-2024,Sales,Salaries,49604
14-05-2024,Supply Chain,Salaries,87882
31-08-2024,Admin,Office Expenses,125667
11-04-2024,Finance,Office Expenses,130515
16-05-2024,Sales,Trade Promotion,54293
02-02-2024,Marketing,Salaries,40258
12-12-2024,Supply Chain,Salaries,81512
06-09-2024,Marketing,Logistics,175484
19-11-2024,Supply Chain,Salaries,142477
18-12-2024,Marketing,Office Expenses,148996
09-07-2024,Finance,Trade Promotion,86267
10-11-2024,Admin,Salaries,6446
25-12-2024,Sales,Logistics,85896
16-05-2024,Admin,Logistics,9908
19-05-2024,Supply Chain,Logistics,61560
27-02-2024,Marketing,Advertising,141678
31-10-2024,Admin,Trade Promotion,165712
26-10-2024,Sales,Logistics,133668
18-05-2024,Sales,Office Expenses,164004
23-05-2024,Admin,Office Expenses,174875
06-03-2024,Marketing,Office Expenses,134425
20-04-2024,Supply Chain,Salaries,23925
14-06-2024,Finance,Office Expenses,146579
19-06-2024,Marketing,Trade Promotion,55426
22-12-2024,Finance,Office Expenses,33127
19-04-2024,Admin,Salaries,31453
13-07-2024,Admin,Office Expenses,94693
20-12-2024,Admin,Advertising,184472
13-03-2024,Supply Chain,Trade Promotion,55581
05-07-2024,Admin,Logistics,56369
15-08-2024,Marketing,Office Expenses,9517
30-04-2024,Marketing,Salaries,49494
31-05-2024,Supply Chain,Trade Promotion,40191
11-07-2024,Sales,Office Expenses,96194
03-03-2024,Finance,Advertising,66266
09-11-2024,Marketing,Logistics,187820
27-01-2024,Marketing,Salaries,29459
20-11-2024,Admin,Office Expenses,42778
07-02-2024,Sales,Office Expenses,155419
16-02-2024,Admin,Advertising,197040
27-08-2024,Supply Chain,Salaries,137262
06-08-2024,Finance,Trade Promotion,2401
21-01-2024,Finance,Salaries,191471
19-03-2024,Admin,Logistics,44307
04-05-2024,Finance,Advertising,97201
26-11-2024,Finance,Logistics,38755
07-10-2024,Sales,Office Expenses,127758
14-07-2024,Marketing,Advertising,96520
30-12-2024,Supply Chain,Salaries,87856
26-03-2024,Sales,Advertising,171410
01-05-2024,Sales,Trade Promotion,38544
19-06-2024,Admin,Salaries,98118
27-06-2024,Admin,Salaries,133324
29-03-2024,Admin,Logistics,109656
24-01-2024,Supply Chain,Trade Promotion,175390
09-01-2024,Admin,Trade Promotion,119235
27-12-2024,Marketing,Trade Promotion,173233
04-10-2024,Supply Chain,Logistics,16806
09-10-2024,Finance,Advertising,35870
12-11-2024,Supply Chain,Office Expenses,82633
09-12-2024,Finance,Advertising,13870
16-11-2024,Sales,Advertising,164745
16-11-2024,Finance,Salaries,49221
21-05-2024,Supply Chain,Advertising,198273
27-08-2024,Marketing,Salaries,40913
02-04-2024,Marketing,Logistics,78114
20-01-2024,Finance,Office Expenses,35287
18-12-2024,Supply Chain,Trade Promotion,60935
21-06-2024,Finance,Advertising,173574
15-06-2024,Finance,Advertising,83199
05-12-2024,Sales,Salaries,119549
28-08-2024,Supply Chain,Trade Promotion,57144
02-12-2024,Finance,Trade Promotion,115398
06-06-2024,Admin,Advertising,21714
11-04-2024,Admin,Logistics,2924
23-12-2024,Admin,Office Expenses,43727
13-03-2024,Finance,Trade Promotion,122186
13-12-2024,Supply Chain,Logistics,135224
23-01-2024,Sales,Advertising,89367
14-10-2024,Admin,Trade Promotion,145818
02-12-2024,Finance,Trade Promotion,118286
22-10-2024,Finance,Logistics,49544
14-06-2024,Supply Chain,Trade Promotion,121990
02-03-2024,Finance,Logistics,91512
12-02-2024,Supply Chain,Logistics,86133
25-03-2024,Sales,Logistics,29824
23-02-2024,Sales,Advertising,147175
10-02-2024,Finance,Advertising,192443
21-02-2024,Marketing,Office Expenses,38065
01-07-2024,Sales,Advertising,155287
15-12-2024,Supply Chain,Logistics,134136
02-08-2024,Finance,Trade Promotion,77891
21-11-2024,Marketing,Office Expenses,77762
08-03-2024,Sales,Office Expenses,138809
18-02-2024,Supply Chain,Trade Promotion,148023
23-01-2024,Finance,Advertising,140999
15-10-2024,Supply Chain,Office Expenses,27848
16-03-2024,Finance,Trade Promotion,185902
15-08-2024,Marketing,Advertising,110408
09-09-2024,Supply Chain,Logistics,112920
28-02-2024,Supply Chain,Salaries,29698
21-02-2024,Sales,Logistics,182113
02-04-2024,Supply Chain,Office Expenses,173055
24-07-2024,Sales,Advertising,21180
07-01-2024,Supply Chain,Salaries,1717
12-02-2024,Supply Chain,Advertising,86634
17-02-2024,Sales,Office Expenses,166472
27-04-2024,Sales,Salaries,127748
06-09-2024,Sales,Logistics,43386
02-10-2024,Marketing,Office Expenses,128722
26-08-2024,Finance,Office Expenses,11789
06-02-2024,Admin,Trade Promotion,127957
23-10-2024,Finance,Trade Promotion,108887
17-06-2024,Finance,Salaries,173507
08-12-2024,Finance,Logistics,70053
19-08-2024,Marketing,Logistics,36545
09-06-2024,Finance,Advertising,32470
22-09-2024,Marketing,Trade Promotion,111523
23-09-2024,Admin,Salaries,125379
09-11-2024,Admin,Trade Promotion,32340
29-07-2024,Sales,Office Expenses,44631
27-06-2024,Finance,Logistics,190396
09-09-2024,Finance,Salaries,186789
14-08-2024,Sales,Logistics,62372
22-05-2024,Marketing,Office Expenses,158481
05-01-2024,Finance,Office Expenses,103342
30-12-2024,Finance,Advertising,16811
01-03-2024,Admin,Advertising,34240
20-05-2024,Marketing,Salaries,115805
27-10-2024,Marketing,Office Expenses,125945
05-10-2024,Admin,Advertising,130095
28-09-2024,Marketing,Office Expenses,17497
18-10-2024,Sales,Advertising,22159
04-09-2024,Finance,Trade Promotion,146009
05-04-2024,Supply Chain,Logistics,115714
14-02-2024,Sales,Office Expenses,172441
10-05-2024,Admin,Salaries,20586
15-04-2024,Admin,Salaries,125918
20-09-2024,Admin,Salaries,125547
01-01-2024,Supply Chain,Logistics,190487
12-03-2024,Sales,Office Expenses,38214
30-01-2024,Supply Chain,Salaries,114538
17-04-2024,Finance,Logistics,152638
25-03-2024,Admin,Trade Promotion,66366
24-03-2024,Supply Chain,Trade Promotion,172209
28-01-2024,Finance,Logistics,125616
29-03-2024,Finance,Advertising,128844
06-04-2024,Finance,Logistics,30089
01-07-2024,Admin,Office Expenses,148237
13-11-2024,Marketing,Advertising,20473
15-01-2024,Finance,Office Expenses,106950
06-04-2024,Marketing,Salaries,72480
13-07-2024,Finance,Trade Promotion,94907
23-05-2024,Supply Chain,Advertising,97399
30-03-2024,Finance,Office Expenses,169449
14-12-2024,Admin,Office Expenses,168225
16-12-2024,Admin,Advertising,190720
05-04-2024,Marketing,Trade Promotion,175953
12-03-2024,Marketing,Office Expenses,91744
12-02-2024,Sales,Office Expenses,156747
19-09-2024,Supply Chain,Salaries,146899
14-05-2024,Sales,Trade Promotion,147318
04-11-2024,Finance,Logistics,128631
04-07-2024,Marketing,Advertising,13538
28-04-2024,Admin,Trade Promotion,172494
07-08-2024,Supply Chain,Trade Promotion,30879
21-08-2024,Admin,Salaries,137251
27-01-2024,Marketing,Advertising,167633
27-05-2024,Sales,Logistics,42844
21-12-2024,Supply Chain,Salaries,49016
19-04-2024,Marketing,Trade Promotion,37025
07-06-2024,Admin,Logistics,10812
02-01-2024,Finance,Salaries,98534
31-07-2024,Finance,Logistics,71672
07-07-2024,Finance,Trade Promotion,36531
19-12-2024,Sales,Salaries,65078
10-11-2024,Admin,Office Expenses,20544
28-08-2024,Supply Chain,Logistics,82059
25-11-2024,Marketing,Trade Promotion,95295
07-11-2024,Finance,Salaries,53177
15-07-2024,Finance,Logistics,195834
12-06-2024,Sales,Trade Promotion,67718
24-04-2024,Finance,Logistics,134282
23-01-2024,Sales,Logistics,121228
08-02-2024,Sales,Office Expenses,183797
13-03-2024,Sales,Advertising,173991
24-03-2024,Finance,Salaries,97237
20-12-2024,Finance,Advertising,181722
21-11-2024,Supply Chain,Office Expenses,133480
13-06-2024,Sales,Office Expenses,63871
18-04-2024,Marketing,Salaries,185484
18-04-2024,Admin,Logistics,86143
12-07-2024,Sales,Logistics,160218
28-02-2024,Marketing,Trade Promotion,95316
03-12-2024,Sales,Logistics,141087
15-07-2024,Finance,Logistics,35127
26-09-2024,Finance,Trade Promotion,121832
23-03-2024,Supply Chain,Advertising,54110
02-11-2024,Supply Chain,Office Expenses,36309
30-12-2024,Sales,Office Expenses,98964
17-05-2024,Finance,Logistics,159594
04-09-2024,Sales,Trade Promotion,130975
25-06-2024,Marketing,Logistics,76990
29-06-2024,Sales,Salaries,14084
22-02-2024,Supply Chain,Trade Promotion,73571
05-04-2024,Admin,Advertising,61581
29-03-2024,Marketing,Advertising,88135
22-06-2024,Supply Chain,Logistics,126311
05-03-2024,Finance,Trade Promotion,173593
08-04-2024,Sales,Salaries,40119
05-11-2024,Supply Chain,Office Expenses,47417
30-04-2024,Supply Chain,Trade Promotion,58485
27-02-2024,Finance,Salaries,133240
15-06-2024,Admin,Logistics,110787
12-12-2024,Finance,Advertising,188820
25-11-2024,Sales,Office Expenses,122683
26-02-2024,Finance,Advertising,88803
19-12-2024,Sales,Salaries,151612
06-04-2024,Finance,Office Expenses,86821
27-06-2024,Admin,Salaries,59088
27-03-2024,Sales,Advertising,156501
05-05-2024,Sales,Trade Promotion,181321
13-09-2024,Supply Chain,Advertising,122094
07-08-2024,Finance,Logistics,58285
17-08-2024,Supply Chain,Logistics,31852
24-08-2024,Marketing,Salaries,88934
23-09-2024,Sales,Logistics,7940
24-11-2024,Admin,Trade Promotion,199275
11-03-2024,Admin,Trade Promotion,116595
22-11-2024,Sales,Office Expenses,62065
31-03-2024,Supply Chain,Logistics,104729
26-11-2024,Sales,Salaries,117483
16-04-2024,Marketing,Advertising,181608
05-07-2024,Marketing,Trade Promotion,158167
12-01-2024,Marketing,Office Expenses,98701
31-03-2024,Sales,Salaries,197168
28-06-2024,Finance,Trade Promotion,168060
05-03-2024,Supply Chain,Trade Promotion,144445
23-02-2024,Admin,Salaries,87634
10-04-2024,Finance,Office Expenses,142975
12-07-2024,Sales,Trade Promotion,72971
02-09-2024,Supply Chain,Salaries,24473
18-12-2024,Sales,Salaries,71435
19-11-2024,Admin,Office Expenses,84177
17-10-2024,Sales,Trade Promotion,167410
08-02-2024,Sales,Logistics,6276
05-01-2024,Finance,Salaries,196849
08-01-2024,Sales,Salaries,130020
02-03-2024,Admin,Trade Promotion,57912
20-02-2024,Finance,Office Expenses,107348
03-02-2024,Sales,Office Expenses,136331
10-02-2024,Sales,Trade Promotion,124723
02-10-2024,Marketing,Office Expenses,44795
22-03-2024,Marketing,Trade Promotion,65033
12-04-2024,Finance,Logistics,178979
03-06-2024,Admin,Advertising,1503
04-12-2024,Sales,Office Expenses,113547
13-03-2024,Supply Chain,Salaries,22721
24-03-2024,Finance,Salaries,50707
17-07-2024,Finance,Trade Promotion,136226
16-01-2024,Sales,Trade Promotion,189974
18-03-2024,Finance,Salaries,114630
19-07-2024,Supply Chain,Office Expenses,59277
19-09-2024,Finance,Trade Promotion,158962
28-05-2024,Admin,Trade Promotion,64440
14-02-2024,Supply Chain,Trade Promotion,58453
03-04-2024,Admin,Advertising,175375
24-07-2024,Marketing,Salaries,191831
03-06-2024,Marketing,Trade Promotion,39222
09-05-2024,Sales,Logistics,196045
12-09-2024,Sales,Office Expenses,180324
13-01-2024,Finance,Logistics,75680
26-04-2024,Marketing,Trade Promotion,125865
11-09-2024,Finance,Salaries,95365
24-08-2024,Finance,Office Expenses,81240
19-07-2024,Admin,Advertising,158435
27-12-2024,Supply Chain,Advertising,19257
05-11-2024,Admin,Salaries,192156
25-08-2024,Admin,Logistics,37902
04-07-2024,Admin,Trade Promotion,104846
17-05-2024,Supply Chain,Logistics,161180
25-10-2024,Admin,Advertising,140592
20-02-2024,Sales,Salaries,84255
01-01-2024,Finance,Logistics,30975
20-01-2024,Admin,Office Expenses,118295
08-12-2024,Marketing,Logistics,76316
09-07-2024,Supply Chain,Logistics,53644
26-07-2024,Finance,Logistics,86233
24-10-2024,Admin,Advertising,125971
05-11-2024,Supply Chain,Trade Promotion,59276
08-04-2024,Supply Chain,Salaries,104219
08-11-2024,Marketing,Office Expenses,21989
15-02-2024,Supply Chain,Trade Promotion,45502
16-03-2024,Finance,Advertising,156098
30-06-2024,Supply Chain,Advertising,14834
11-05-2024,Admin,Trade Promotion,98333
21-12-2024,Sales,Advertising,197444
21-12-2024,Supply Chain,Advertising,98884
03-10-2024,Finance,Salaries,157726
29-02-2024,Admin,Trade Promotion,107826
23-01-2024,Supply Chain,Advertising,69810
16-01-2024,Supply Chain,Logistics,78279
14-01-2024,Admin,Advertising,84047
14-04-2024,Supply Chain,Advertising,29207
27-04-2024,Admin,Office Expenses,15767
17-03-2024,Marketing,Advertising,14105
17-03-2024,Sales,Trade Promotion,105817
14-05-2024,Supply Chain,Office Expenses,62394
18-03-2024,Marketing,Trade Promotion,114432
10-03-2024,Admin,Office Expenses,12323
18-03-2024,Sales,Office Expenses,149818
19-05-2024,Supply Chain,Office Expenses,36179
29-05-2024,Marketing,Salaries,10432
28-10-2024,Admin,Office Expenses,34094
21-08-2024,Supply Chain,Salaries,194679
06-12-2024,Marketing,Logistics,152962
26-08-2024,Sales,Advertising,121937
04-01-2024,Sales,Office Expenses,89844
08-08-2024,Marketing,Logistics,91318
19-08-2024,Sales,Trade Promotion,95865
21-07-2024,Sales,Advertising,196844
13-02-2024,Marketing,Logistics,123290
07-10-2024,Admin,Salaries,40238
14-03-2024,Finance,Office Expenses,56985
07-04-2024,Supply Chain,Trade Promotion,26599
20-03-2024,Sales,Office Expenses,97397
25-02-2024,Admin,Advertising,104187
16-09-2024,Admin,Trade Promotion,31293
10-07-2024,Finance,Office Expenses,84751
28-07-2024,Marketing,Office Expenses,51924
23-03-2024,Sales,Office Expenses,69263
05-04-2024,Supply Chain,Salaries,136435
13-01-2024,Sales,Advertising,85003
01-10-2024,Supply Chain,Trade Promotion,26356
21-09-2024,Supply Chain,Advertising,91032
21-12-2024,Finance,Advertising,132634
05-08-2024,Supply Chain,Logistics,52055
14-07-2024,Marketing,Advertising,61879
11-11-2024,Supply Chain,Logistics,2561
08-07-2024,Admin,Office Expenses,54131
09-08-2024,Admin,Office Expenses,60979
09-06-2024,Sales,Trade Promotion,151446
09-09-2024,Supply Chain,Advertising,87314
13-10-2024,Finance,Logistics,10209
13-11-2024,Supply Chain,Logistics,162467
25-07-2024,Supply Chain,Office Expenses,151478
22-07-2024,Supply Chain,Salaries,166233
21-07-2024,Finance,Logistics,182921
26-12-2024,Sales,Salaries,69686
26-06-2024,Supply Chain,Trade Promotion,46470
02-08-2024,Sales,Office Expenses,162250
25-09-2024,Finance,Salaries,176510
13-08-2024,Sales,Advertising,59099
12-12-2024,Sales,Logistics,34321
18-10-2024,Marketing,Office Expenses,80550
17-05-2024,Supply Chain,Office Expenses,182691
19-02-2024,Sales,Advertising,179485
15-02-2024,Supply Chain,Logistics,20610
11-11-2024,Marketing,Office Expenses,117339
21-04-2024,Marketing,Logistics,118995
30-08-2024,Sales,Advertising,85783
22-01-2024,Sales,Logistics,83115
11-11-2024,Marketing,Logistics,150162
19-07-2024,Admin,Office Expenses,50613
09-05-2024,Sales,Salaries,103601
24-03-2024,Admin,Office Expenses,40315
18-07-2024,Finance,Advertising,157853
28-01-2024,Finance,Advertising,95678
12-11-2024,Finance,Trade Promotion,60751
05-12-2024,Sales,Advertising,166782
26-10-2024,Sales,Trade Promotion,182434
14-05-2024,Finance,Advertising,30890
19-07-2024,Admin,Office Expenses,156265
11-08-2024,Sales,Logistics,95701
14-10-2024,Sales,Salaries,137480
07-07-2024,Supply Chain,Advertising,187095
24-08-2024,Supply Chain,Logistics,136316
03-05-2024,Supply Chain,Trade Promotion,29645
29-01-2024,Marketing,Office Expenses,30976
09-10-2024,Sales,Advertising,148385
30-10-2024,Finance,Salaries,172676
04-11-2024,Marketing,Office Expenses,169317
09-10-2024,Marketing,Salaries,89854
27-09-2024,Marketing,Advertising,137160
17-12-2024,Finance,Trade Promotion,164825
02-01-2024,Marketing,Office Expenses,113470
27-09-2024,Supply Chain,Office Expenses,22628
20-06-2024,Marketing,Logistics,162231
20-06-2024,Admin,Logistics,103348
23-09-2024,Supply Chain,Salaries,157992
17-12-2024,Sales,Office Expenses,8182
10-06-2024,Sales,Trade Promotion,165924
19-11-2024,Supply Chain,Advertising,196105
05-06-2024,Sales,Logistics,97032
30-10-2024,Finance,Salaries,59388
22-05-2024,Finance,Salaries,6265
18-05-2024,Marketing,Advertising,12786
24-10-2024,Admin,Office Expenses,198900
22-12-2024,Marketing,Office Expenses,36083
25-06-2024,Admin,Office Expenses,155847
26-08-2024,Sales,Salaries,137734
14-03-2024,Supply Chain,Trade Promotion,191478
27-09-2024,Marketing,Logistics,176072
11-01-2024,Finance,Office Expenses,166170
18-02-2024,Marketing,Trade Promotion,154230
10-09-2024,Finance,Advertising,134991
04-05-2024,Supply Chain,Advertising,165357
17-05-2024,Supply Chain,Advertising,101635
02-08-2024,Supply Chain,Salaries,24268
11-01-2024,Marketing,Office Expenses,182179
18-03-2024,Finance,Advertising,14521
21-08-2024,Sales,Salaries,112086
05-11-2024,Admin,Logistics,60905
12-09-2024,Supply Chain,Trade Promotion,39543
25-06-2024,Sales,Trade Promotion,148911
20-05-2024,Marketing,Logistics,141560
24-01-2024,Admin,Advertising,94643
23-03-2024,Sales,Salaries,122855
26-06-2024,Sales,Trade Promotion,58585
19-02-2024,Supply Chain,Salaries,172470
18-01-2024,Sales,Trade Promotion,80226
23-02-2024,Sales,Advertising,37344
30-12-2024,Admin,Advertising,127589
18-08-2024,Admin,Office Expenses,193762
29-03-2024,Marketing,Advertising,23407
06-11-2024,Supply Chain,Office Expenses,10872
24-05-2024,Supply Chain,Advertising,127806
20-09-2024,Sales,Salaries,71773
15-09-2024,Supply Chain,Office Expenses,155737
30-12-2024,Supply Chain,Office Expenses,11835
17-08-2024,Finance,Salaries,126028
08-09-2024,Sales,Logistics,22961
08-04-2024,Finance,Trade Promotion,186091
14-11-2024,Marketing,Advertising,136308
29-08-2024,Admin,Trade Promotion,166207
21-12-2024,Supply Chain,Advertising,72035
