Invoice_Number,Customer,Invoice_Date,Due_Date,Invoice_Amount,Payment_Status
INV103685,Agarwal Stores,20-10-2024,04-11-2024,49432,Unpaid
INV103686,Verma Traders,27-07-2024,26-08-2024,5657,Partially Paid
INV103687,Singh Enterprises,08-12-2024,07-01-2025,43144,Paid
INV103688,Sharma Distributors,28-03-2024,27-04-2024,1739,Unpaid
INV103689,Gupta Retailers,01-11-2024,01-12-2024,10749,Paid
INV103690,Sharma Distributors,20-09-2024,04-11-2024,599,Paid
INV103691,Sharma Distributors,20-11-2024,20-12-2024,10653,Paid
INV103692,Singh Enterprises,15-11-2024,30-11-2024,8792,Unpaid
INV103693,Singh Enterprises,05-06-2024,20-06-2024,7947,Partially Paid
INV103694,Singh Enterprises,04-06-2024,04-07-2024,3575,Unpaid
INV103695,Singh Enterprises,18-05-2024,17-07-2024,24991,Paid
INV103696,Verma Traders,30-04-2024,15-05-2024,4746,Unpaid
INV103697,Agarwal Stores,05-03-2024,20-03-2024,18973,Unpaid
INV103698,Singh Enterprises,16-04-2024,31-05-2024,6662,Paid
INV103699,Gupta Retailers,26-05-2024,25-07-2024,36231,Partially Paid
INV103700,Sharma Distributors,16-05-2024,15-07-2024,6031,Paid
INV103701,Singh Enterprises,10-06-2024,25-07-2024,4107,Paid
INV103702,Gupta Retailers,09-04-2024,08-06-2024,16846,Partially Paid
INV103703,Verma Traders,03-12-2024,18-12-2024,11999,Paid
INV103704,Gupta Retailers,02-11-2024,17-11-2024,16629,Paid
INV103705,Gupta Retailers,20-05-2024,04-07-2024,48108,Unpaid
INV103706,Verma Traders,23-03-2024,07-04-2024,4719,Paid
INV103707,Verma Traders,25-06-2024,25-07-2024,35828,Unpaid
INV103708,Sharma Distributors,16-07-2024,15-08-2024,1918,Unpaid
INV103709,Singh Enterprises,21-04-2024,21-05-2024,8358,Paid
INV103710,Gupta Retailers,25-02-2024,10-04-2024,48303,Paid
INV103711,Agarwal Stores,27-06-2024,12-07-2024,11410,Paid
INV103712,Agarwal Stores,04-07-2024,02-09-2024,40465,Paid
INV103713,Sharma Distributors,05-08-2024,20-08-2024,38283,Unpaid
INV103714,Agarwal Stores,11-11-2024,11-12-2024,5125,Unpaid
INV103715,Sharma Distributors,04-08-2024,19-08-2024,8877,Paid
INV103716,Singh Enterprises,29-04-2024,29-05-2024,29674,Unpaid
INV103717,Sharma Distributors,23-06-2024,23-07-2024,27908,Paid
INV103718,Verma Traders,23-01-2024,22-02-2024,39713,Paid
INV103719,Verma Traders,31-07-2024,15-08-2024,14854,Paid
INV103720,Verma Traders,22-08-2024,21-09-2024,11775,Paid
INV103721,Verma Traders,13-01-2024,27-02-2024,48845,Paid
INV103722,Verma Traders,10-04-2024,25-05-2024,27103,Unpaid
INV103723,Verma Traders,24-01-2024,24-03-2024,24029,Paid
INV103724,Verma Traders,29-12-2024,12-02-2025,30133,Unpaid
INV103725,Verma Traders,11-01-2024,10-02-2024,43911,Partially Paid
INV103726,Verma Traders,29-09-2024,14-10-2024,35833,Unpaid
INV103727,Singh Enterprises,07-10-2024,22-10-2024,33229,Unpaid
INV103728,Verma Traders,03-04-2024,03-05-2024,38778,Unpaid
INV103729,Sharma Distributors,19-07-2024,17-09-2024,25427,Paid
INV103730,Singh Enterprises,21-01-2024,20-02-2024,39722,Unpaid
INV103731,Agarwal Stores,05-12-2024,03-02-2025,7124,Partially Paid
INV103732,Gupta Retailers,29-07-2024,27-09-2024,10685,Unpaid
INV103733,Singh Enterprises,19-05-2024,18-06-2024,30048,Unpaid
INV103734,Verma Traders,19-10-2024,03-11-2024,44034,Paid
INV103735,Singh Enterprises,24-10-2024,08-12-2024,19794,Unpaid
INV103736,Gupta Retailers,10-04-2024,25-05-2024,13072,Unpaid
INV103737,Gupta Retailers,30-10-2024,14-12-2024,39610,Paid
INV103738,Verma Traders,24-12-2024,23-01-2025,39189,Unpaid
INV103739,Verma Traders,28-01-2024,28-03-2024,18375,Paid
INV103740,Sharma Distributors,10-02-2024,25-02-2024,29720,Partially Paid
INV103741,Gupta Retailers,20-12-2024,04-01-2025,2642,Paid
INV103742,Verma Traders,29-10-2024,13-12-2024,21382,Paid
INV103743,Gupta Retailers,25-05-2024,09-07-2024,16778,Unpaid
INV103744,Sharma Distributors,12-09-2024,27-10-2024,14906,Paid
INV103745,Agarwal Stores,14-08-2024,28-09-2024,34026,Paid
INV103746,Gupta Retailers,23-08-2024,22-09-2024,24016,Paid
INV103747,Sharma Distributors,26-12-2024,25-01-2025,1066,Unpaid
INV103748,Sharma Distributors,13-01-2024,28-01-2024,7616,Paid
INV103749,Sharma Distributors,28-07-2024,26-09-2024,13594,Paid
INV103750,Singh Enterprises,16-08-2024,31-08-2024,48908,Paid
INV103751,Verma Traders,09-04-2024,24-04-2024,49749,Partially Paid
INV103752,Gupta Retailers,31-01-2024,31-03-2024,6903,Unpaid
INV103753,Singh Enterprises,16-01-2024,16-03-2024,16075,Unpaid
INV103754,Gupta Retailers,16-05-2024,15-07-2024,49973,Unpaid
INV103755,Singh Enterprises,24-11-2024,09-12-2024,36213,Paid
INV103756,Verma Traders,14-06-2024,29-07-2024,2945,Unpaid
INV103757,Sharma Distributors,05-11-2024,05-12-2024,1189,Paid
INV103758,Gupta Retailers,09-04-2024,24-05-2024,24830,Paid
INV103759,Sharma Distributors,18-04-2024,02-06-2024,45465,Paid
INV103760,Verma Traders,08-12-2024,23-12-2024,4815,Unpaid
INV103761,Gupta Retailers,21-06-2024,21-07-2024,44169,Unpaid
INV103762,Agarwal Stores,24-08-2024,23-09-2024,46365,Paid
INV103763,Agarwal Stores,10-06-2024,10-07-2024,18388,Unpaid
INV103764,Agarwal Stores,03-08-2024,17-09-2024,9433,Paid
INV103765,Verma Traders,20-09-2024,19-11-2024,42727,Unpaid
INV103766,Agarwal Stores,19-09-2024,03-11-2024,41900,Partially Paid
INV103767,Gupta Retailers,18-10-2024,02-11-2024,27841,Unpaid
INV103768,Agarwal Stores,30-09-2024,30-10-2024,8345,Unpaid
INV103769,Gupta Retailers,03-01-2024,17-02-2024,34556,Unpaid
INV103770,Verma Traders,28-01-2024,27-02-2024,13643,Paid
INV103771,Sharma Distributors,21-11-2024,20-01-2025,34232,Paid
INV103772,Singh Enterprises,28-05-2024,27-06-2024,25501,Paid
INV103773,Agarwal Stores,28-01-2024,27-02-2024,34095,Paid
INV103774,Singh Enterprises,05-11-2024,05-12-2024,2970,Partially Paid
INV103775,Sharma Distributors,05-03-2024,04-05-2024,14670,Paid
INV103776,Verma Traders,21-12-2024,04-02-2025,19387,Unpaid
INV103777,Verma Traders,21-01-2024,06-03-2024,41424,Unpaid
INV103778,Sharma Distributors,08-09-2024,23-10-2024,38703,Unpaid
INV103779,Singh Enterprises,22-08-2024,21-09-2024,22952,Paid
INV103780,Agarwal Stores,14-08-2024,13-10-2024,20593,Partially Paid
INV103781,Gupta Retailers,13-01-2024,12-02-2024,21085,Paid
INV103782,Verma Traders,08-11-2024,23-12-2024,30812,Paid
INV103783,Sharma Distributors,18-02-2024,18-04-2024,29320,Paid
INV103784,Singh Enterprises,27-04-2024,11-06-2024,14499,Paid
INV103785,Agarwal Stores,23-02-2024,09-03-2024,38140,Unpaid
INV103786,Singh Enterprises,17-05-2024,16-06-2024,21876,Paid
INV103787,Agarwal Stores,22-02-2024,22-04-2024,6467,Paid
INV103788,Gupta Retailers,13-02-2024,28-02-2024,33358,Paid
INV103789,Gupta Retailers,29-10-2024,28-12-2024,39733,Unpaid
INV103790,Sharma Distributors,22-02-2024,23-03-2024,5039,Paid
INV103791,Sharma Distributors,14-03-2024,28-04-2024,5797,Paid
INV103792,Agarwal Stores,15-02-2024,31-03-2024,30511,Paid
INV103793,Agarwal Stores,13-01-2024,12-02-2024,42443,Unpaid
INV103794,Agarwal Stores,13-06-2024,13-07-2024,20785,Paid
INV103795,Agarwal Stores,11-04-2024,26-05-2024,22682,Paid
INV103796,Gupta Retailers,06-10-2024,05-12-2024,16739,Paid
INV103797,Sharma Distributors,14-09-2024,13-11-2024,9645,Paid
INV103798,Sharma Distributors,02-12-2024,01-01-2025,3639,Paid
INV103799,Verma Traders,21-12-2024,19-02-2025,7185,Unpaid
INV103800,Sharma Distributors,17-05-2024,01-06-2024,9782,Paid
INV103801,Sharma Distributors,11-06-2024,11-07-2024,28727,Paid
INV103802,Singh Enterprises,20-04-2024,05-05-2024,33453,Paid
INV103803,Singh Enterprises,11-04-2024,10-06-2024,14912,Paid
INV103804,Verma Traders,17-01-2024,01-02-2024,19457,Unpaid
INV103805,Agarwal Stores,24-09-2024,09-10-2024,41597,Paid
INV103806,Verma Traders,30-06-2024,14-08-2024,26561,Paid
INV103807,Verma Traders,24-01-2024,24-03-2024,49417,Paid
INV103808,Gupta Retailers,29-01-2024,29-03-2024,42162,Unpaid
INV103809,Sharma Distributors,19-06-2024,18-08-2024,41633,Partially Paid
INV103810,Gupta Retailers,15-08-2024,14-10-2024,8984,Paid
INV103811,Sharma Distributors,06-07-2024,20-08-2024,1288,Paid
INV103812,Verma Traders,11-12-2024,25-01-2025,44918,Partially Paid
INV103813,Sharma Distributors,17-08-2024,01-09-2024,42886,Unpaid
INV103814,Agarwal Stores,16-11-2024,01-12-2024,33474,Paid
INV103815,Agarwal Stores,05-12-2024,03-02-2025,11531,Paid
INV103816,Verma Traders,28-04-2024,12-06-2024,46524,Unpaid
INV103817,Singh Enterprises,04-06-2024,03-08-2024,30525,Unpaid
INV103818,Agarwal Stores,28-09-2024,28-10-2024,31139,Unpaid
INV103819,Verma Traders,23-06-2024,22-08-2024,24403,Unpaid
INV103820,Gupta Retailers,13-04-2024,12-06-2024,33069,Paid
INV103821,Singh Enterprises,01-04-2024,31-05-2024,9850,Paid
INV103822,Agarwal Stores,04-07-2024,18-08-2024,39374,Paid
INV103823,Verma Traders,09-10-2024,08-12-2024,41585,Paid
INV103824,Verma Traders,29-06-2024,28-08-2024,18306,Unpaid
INV103825,Gupta Retailers,18-06-2024,03-07-2024,36831,Partially Paid
INV103826,Gupta Retailers,05-07-2024,04-08-2024,9416,Paid
INV103827,Singh Enterprises,23-06-2024,22-08-2024,44605,Paid
INV103828,Agarwal Stores,09-08-2024,23-09-2024,16970,Paid
INV103829,Verma Traders,20-08-2024,19-10-2024,45048,Partially Paid
INV103830,Singh Enterprises,10-06-2024,09-08-2024,31460,Paid
INV103831,Singh Enterprises,13-05-2024,28-05-2024,45230,Unpaid
INV103832,Gupta Retailers,11-08-2024,10-09-2024,36025,Partially Paid
INV103833,Verma Traders,01-06-2024,16-06-2024,14857,Partially Paid
INV103834,Sharma Distributors,02-02-2024,17-02-2024,4623,Paid
INV103835,Gupta Retailers,24-02-2024,09-04-2024,30633,Paid
INV103836,Verma Traders,07-01-2024,06-02-2024,20998,Paid
INV103837,Singh Enterprises,31-08-2024,30-10-2024,38500,Paid
INV103838,Singh Enterprises,08-11-2024,07-01-2025,40961,Paid
INV103839,Agarwal Stores,05-05-2024,04-06-2024,44707,Paid
INV103840,Sharma Distributors,12-01-2024,26-02-2024,6522,Partially Paid
INV103841,Gupta Retailers,16-01-2024,01-03-2024,4802,Paid
INV103842,Agarwal Stores,26-07-2024,09-09-2024,9353,Paid
INV103843,Agarwal Stores,12-02-2024,27-02-2024,45857,Unpaid
INV103844,Sharma Distributors,14-05-2024,29-05-2024,7496,Paid
INV103845,Gupta Retailers,15-08-2024,14-09-2024,36038,Paid
INV103846,Gupta Retailers,20-04-2024,20-05-2024,27634,Unpaid
INV103847,Singh Enterprises,02-11-2024,02-12-2024,17536,Unpaid
INV103848,Gupta Retailers,08-06-2024,23-07-2024,27401,Unpaid
INV103849,Agarwal Stores,26-11-2024,10-01-2025,37345,Unpaid
INV103850,Singh Enterprises,20-09-2024,19-11-2024,41825,Paid
INV103851,Gupta Retailers,12-08-2024,27-08-2024,15903,Unpaid
INV103852,Sharma Distributors,04-08-2024,03-10-2024,47883,Paid
INV103853,Agarwal Stores,14-02-2024,14-04-2024,21425,Unpaid
INV103854,Verma Traders,01-08-2024,31-08-2024,39408,Paid
INV103855,Sharma Distributors,28-02-2024,29-03-2024,37594,Unpaid
INV103856,Sharma Distributors,11-05-2024,10-07-2024,35877,Paid
INV103857,Gupta Retailers,13-04-2024,28-04-2024,14789,Paid
INV103858,Singh Enterprises,13-07-2024,27-08-2024,35885,Unpaid
INV103859,Singh Enterprises,05-06-2024,20-06-2024,45219,Unpaid
INV103860,Agarwal Stores,07-04-2024,22-05-2024,7384,Paid
INV103861,Gupta Retailers,13-08-2024,12-10-2024,24912,Unpaid
INV103862,Singh Enterprises,23-07-2024,21-09-2024,10579,Unpaid
INV103863,Verma Traders,19-03-2024,18-04-2024,33339,Paid
INV103864,Gupta Retailers,03-05-2024,17-06-2024,36179,Paid
INV103865,Gupta Retailers,05-08-2024,20-08-2024,22089,Partially Paid
INV103866,Singh Enterprises,04-01-2024,03-02-2024,8583,Paid
INV103867,Sharma Distributors,30-03-2024,29-04-2024,30368,Paid
INV103868,Gupta Retailers,13-04-2024,13-05-2024,16909,Unpaid
INV103869,Sharma Distributors,28-04-2024,12-06-2024,48196,Paid
INV103870,Agarwal Stores,12-05-2024,11-07-2024,34141,Paid
INV103871,Agarwal Stores,07-11-2024,22-11-2024,18901,Unpaid
INV103872,Singh Enterprises,05-04-2024,20-04-2024,46994,Paid
INV103873,Agarwal Stores,26-11-2024,26-12-2024,47685,Paid
INV103874,Singh Enterprises,22-05-2024,06-07-2024,28718,Unpaid
INV103875,Singh Enterprises,14-10-2024,28-11-2024,24694,Paid
INV103876,Sharma Distributors,28-01-2024,28-03-2024,8453,Unpaid
INV103877,Sharma Distributors,04-10-2024,19-10-2024,27975,Unpaid
INV103878,Agarwal Stores,20-08-2024,19-09-2024,9608,Paid
INV103879,Sharma Distributors,17-01-2024,02-03-2024,4012,Paid
INV103880,Gupta Retailers,28-02-2024,13-04-2024,45014,Unpaid
INV103881,Verma Traders,30-03-2024,14-05-2024,34845,Paid
INV103882,Gupta Retailers,17-07-2024,31-08-2024,2865,Partially Paid
INV103883,Gupta Retailers,27-12-2024,26-01-2025,4625,Paid
INV103884,Singh Enterprises,26-01-2024,10-02-2024,33328,Paid
INV103885,Verma Traders,25-01-2024,25-03-2024,42026,Paid
INV103886,Singh Enterprises,27-10-2024,26-11-2024,10999,Unpaid
INV103887,Sharma Distributors,04-12-2024,02-02-2025,15459,Unpaid
INV103888,Sharma Distributors,23-09-2024,08-10-2024,42682,Unpaid
INV103889,Verma Traders,29-06-2024,29-07-2024,4691,Unpaid
INV103890,Agarwal Stores,25-12-2024,09-01-2025,45140,Paid
INV103891,Sharma Distributors,08-03-2024,22-04-2024,15154,Unpaid
INV103892,Gupta Retailers,16-12-2024,30-01-2025,17728,Paid
INV103893,Verma Traders,16-11-2024,16-12-2024,5939,Unpaid
INV103894,Verma Traders,18-02-2024,04-03-2024,38532,Paid
INV103895,Sharma Distributors,23-06-2024,08-07-2024,49131,Unpaid
INV103896,Sharma Distributors,21-02-2024,22-03-2024,19673,Paid
INV103897,Singh Enterprises,11-04-2024,26-05-2024,16953,Paid
INV103898,Singh Enterprises,03-08-2024,02-10-2024,48754,Paid
INV103899,Gupta Retailers,06-07-2024,05-08-2024,35822,Unpaid
INV103900,Verma Traders,26-02-2024,12-03-2024,34341,Paid
INV103901,Agarwal Stores,16-02-2024,16-04-2024,32514,Unpaid
INV103902,Agarwal Stores,07-06-2024,22-07-2024,22075,Paid
INV103903,Verma Traders,22-06-2024,06-08-2024,24469,Paid
INV103904,Gupta Retailers,29-08-2024,13-10-2024,44265,Paid
INV103905,Singh Enterprises,08-10-2024,07-11-2024,48870,Unpaid
INV103906,Singh Enterprises,28-08-2024,12-09-2024,31121,Paid
INV103907,Singh Enterprises,05-01-2024,19-02-2024,1994,Unpaid
INV103908,Agarwal Stores,24-03-2024,08-05-2024,42891,Paid
INV103909,Agarwal Stores,03-11-2024,02-01-2025,29691,Paid
INV103910,Gupta Retailers,26-12-2024,09-02-2025,5036,Paid
INV103911,Agarwal Stores,04-09-2024,19-10-2024,40805,Paid
INV103912,Sharma Distributors,23-02-2024,09-03-2024,2453,Paid
INV103913,Agarwal Stores,09-06-2024,24-06-2024,39692,Unpaid
INV103914,Singh Enterprises,13-08-2024,28-08-2024,10708,Paid
INV103915,Gupta Retailers,15-01-2024,15-03-2024,20481,Unpaid
INV103916,Verma Traders,11-08-2024,10-10-2024,30585,Paid
INV103917,Verma Traders,01-03-2024,16-03-2024,34394,Paid
INV103918,Gupta Retailers,01-05-2024,16-05-2024,10519,Paid
INV103919,Sharma Distributors,03-10-2024,17-11-2024,34327,Unpaid
INV103920,Verma Traders,15-02-2024,15-04-2024,8684,Paid
INV103921,Singh Enterprises,20-10-2024,19-11-2024,25733,Paid
INV103922,Verma Traders,02-03-2024,01-04-2024,44497,Unpaid
INV103923,Verma Traders,26-03-2024,25-05-2024,40412,Unpaid
INV103924,Singh Enterprises,28-07-2024,26-09-2024,31564,Unpaid
INV103925,Agarwal Stores,18-03-2024,17-04-2024,4867,Paid
INV103926,Sharma Distributors,20-07-2024,04-08-2024,2623,Unpaid
INV103927,Singh Enterprises,28-10-2024,27-12-2024,40994,Paid
INV103928,Singh Enterprises,10-08-2024,09-10-2024,34985,Unpaid
INV103929,Gupta Retailers,09-08-2024,08-10-2024,33325,Partially Paid
INV103930,Sharma Distributors,03-01-2024,02-02-2024,31936,Paid
INV103931,Agarwal Stores,06-01-2024,20-02-2024,26097,Unpaid
INV103932,Singh Enterprises,02-04-2024,17-05-2024,32913,Paid
INV103933,Agarwal Stores,08-01-2024,08-03-2024,29655,Paid
INV103934,Singh Enterprises,22-08-2024,21-10-2024,20483,Unpaid
INV103935,Singh Enterprises,17-04-2024,17-05-2024,2256,Unpaid
INV103936,Gupta Retailers,09-06-2024,09-07-2024,1294,Partially Paid
INV103937,Verma Traders,27-07-2024,26-08-2024,31424,Partially Paid
INV103938,Sharma Distributors,27-08-2024,11-09-2024,35377,Paid
INV103939,Gupta Retailers,26-11-2024,11-12-2024,38340,Unpaid
INV103940,Agarwal Stores,28-11-2024,27-01-2025,23951,Partially Paid
INV103941,Singh Enterprises,19-02-2024,20-03-2024,23431,Unpaid
INV103942,Singh Enterprises,11-01-2024,26-01-2024,8746,Unpaid
INV103943,Sharma Distributors,16-12-2024,30-01-2025,25382,Paid
INV103944,Gupta Retailers,04-06-2024,19-06-2024,22072,Partially Paid
INV103945,Gupta Retailers,10-03-2024,25-03-2024,26955,Partially Paid
INV103946,Agarwal Stores,17-06-2024,16-08-2024,21180,Paid
INV103947,Gupta Retailers,28-09-2024,27-11-2024,27541,Paid
INV103948,Gupta Retailers,08-03-2024,23-03-2024,21729,Unpaid
INV103949,Verma Traders,20-12-2024,04-01-2025,17294,Unpaid
INV103950,Sharma Distributors,08-09-2024,23-09-2024,25688,Unpaid
INV103951,Gupta Retailers,17-02-2024,17-04-2024,17492,Unpaid
INV103952,Agarwal Stores,02-07-2024,17-07-2024,5987,Paid
INV103953,Singh Enterprises,15-11-2024,15-12-2024,35609,Paid
INV103954,Gupta Retailers,05-07-2024,20-07-2024,31504,Unpaid
INV103955,Gupta Retailers,30-03-2024,29-04-2024,8665,Paid
INV103956,Singh Enterprises,27-11-2024,12-12-2024,13590,Paid
INV103957,Verma Traders,18-05-2024,17-06-2024,9991,Unpaid
INV103958,Sharma Distributors,22-12-2024,05-02-2025,22662,Paid
INV103959,Verma Traders,29-03-2024,28-04-2024,14093,Unpaid
INV103960,Agarwal Stores,30-09-2024,15-10-2024,7521,Unpaid
INV103961,Gupta Retailers,19-01-2024,18-02-2024,27046,Paid
INV103962,Verma Traders,06-11-2024,06-12-2024,8885,Unpaid
INV103963,Sharma Distributors,23-12-2024,21-02-2025,31920,Paid
INV103964,Agarwal Stores,02-06-2024,17-06-2024,19488,Paid
INV103965,Verma Traders,16-09-2024,31-10-2024,43257,Partially Paid
INV103966,Gupta Retailers,17-04-2024,17-05-2024,1197,Paid
INV103967,Sharma Distributors,11-10-2024,10-11-2024,6516,Unpaid
INV103968,Gupta Retailers,28-02-2024,29-03-2024,37406,Partially Paid
INV103969,Gupta Retailers,04-05-2024,19-05-2024,25089,Paid
INV103970,Agarwal Stores,19-12-2024,18-01-2025,24125,Unpaid
INV103971,Sharma Distributors,29-09-2024,14-10-2024,20998,Paid
INV103972,Singh Enterprises,16-04-2024,15-06-2024,37414,Unpaid
INV103973,Gupta Retailers,25-10-2024,24-12-2024,28539,Unpaid
INV103974,Sharma Distributors,01-09-2024,01-10-2024,43811,Paid
INV103975,Gupta Retailers,01-12-2024,16-12-2024,30847,Paid
INV103976,Verma Traders,03-09-2024,18-09-2024,23737,Unpaid
INV103977,Verma Traders,08-01-2024,22-02-2024,45846,Unpaid
INV103978,Sharma Distributors,20-05-2024,19-06-2024,1721,Paid
INV103979,Agarwal Stores,27-12-2024,10-02-2025,30713,Paid
INV103980,Singh Enterprises,08-01-2024,22-02-2024,29526,Paid
INV103981,Verma Traders,17-12-2024,01-01-2025,38623,Unpaid
INV103982,Agarwal Stores,03-04-2024,18-05-2024,21246,Unpaid
INV103983,Singh Enterprises,16-11-2024,01-12-2024,14745,Paid
INV103984,Verma Traders,08-02-2024,09-03-2024,24910,Paid
INV103985,Singh Enterprises,21-03-2024,20-05-2024,43067,Unpaid
INV103986,Gupta Retailers,05-07-2024,19-08-2024,12876,Paid
INV103987,Sharma Distributors,24-03-2024,23-05-2024,22086,Paid
INV103988,Verma Traders,28-03-2024,12-05-2024,31013,Unpaid
INV103989,Verma Traders,29-08-2024,28-09-2024,18861,Paid
INV103990,Gupta Retailers,07-12-2024,06-01-2025,2061,Paid
INV103991,Verma Traders,02-04-2024,17-04-2024,35074,Unpaid
INV103992,Verma Traders,26-03-2024,25-05-2024,40922,Paid
INV103993,Verma Traders,13-02-2024,28-02-2024,31679,Paid
INV103994,Verma Traders,16-05-2024,15-06-2024,22283,Unpaid
INV103995,Verma Traders,14-03-2024,28-04-2024,7488,Paid
INV103996,Agarwal Stores,05-02-2024,21-03-2024,47790,Paid
INV103997,Verma Traders,10-04-2024,25-05-2024,43308,Paid
INV103998,Gupta Retailers,04-06-2024,03-08-2024,24644,Paid
INV103999,Verma Traders,11-09-2024,26-10-2024,11230,Paid
INV104000,Singh Enterprises,19-06-2024,03-08-2024,2164,Unpaid
INV104001,Singh Enterprises,03-08-2024,02-09-2024,638,Unpaid
INV104002,Gupta Retailers,18-06-2024,17-08-2024,21255,Unpaid
INV104003,Agarwal Stores,08-09-2024,08-10-2024,34834,Paid
INV104004,Gupta Retailers,25-12-2024,08-02-2025,20703,Paid
INV104005,Agarwal Stores,17-11-2024,02-12-2024,44698,Unpaid
INV104006,Sharma Distributors,24-02-2024,09-04-2024,32249,Partially Paid
INV104007,Singh Enterprises,31-03-2024,15-05-2024,37718,Paid
INV104008,Singh Enterprises,04-10-2024,03-12-2024,1446,Paid
INV104009,Singh Enterprises,10-04-2024,25-04-2024,13864,Paid
INV104010,Agarwal Stores,03-06-2024,02-08-2024,18023,Paid
INV104011,Gupta Retailers,14-12-2024,13-01-2025,38687,Paid
INV104012,Agarwal Stores,29-12-2024,12-02-2025,3636,Paid
INV104013,Singh Enterprises,20-05-2024,19-06-2024,1731,Paid
INV104014,Singh Enterprises,21-06-2024,05-08-2024,6372,Paid
INV104015,Singh Enterprises,10-01-2024,25-01-2024,16992,Paid
INV104016,Singh Enterprises,15-08-2024,29-09-2024,45299,Unpaid
INV104017,Sharma Distributors,21-09-2024,05-11-2024,17896,Paid
